oid,measurement_id,sid,mjd,ra,dec,band,created_date,parentdiasourceid,visit,detector,diaobjectid,ssobjectid,raerr,decerr,ra_dec_cov,x,xerr,y,yerr,centroid_flag,apflux,apfluxerr,apflux_flag,apflux_flag_aperturetruncated,isnegative,snr,psfflux,psffluxerr,psflnl,psfchi2,psfndata,psfflux_flag,psfflux_flag_edge,psfflux_flag_nogoodpixels,trailflux,trailfluxerr,trailra,trailraerr,traildec,traildecerr,traillength,traillengtherr,trailangle,trailangleerr,trailchi2,trailndata,trail_flag_edge,dipolemeanflux,dipolemeanfluxerr,dipolefluxdiff,dipolefluxdifferr,dipolelength,dipoleangle,dipolechi2,dipolendata,scienceflux,sciencefluxerr,forced_psfflux_flag,forced_psfflux_flag_edge,forced_psfflux_flag_nogoodpixels,templateflux,templatefluxerr,ixx,iyy,ixy,ixxpsf,iyypsf,ixypsf,shape_flag,shape_flag_no_pixels,shape_flag_not_contained,shape_flag_parent_source,extendedness,reliability,isdipole,dipolefitattempted,timeprocessedmjdtai,timewithdrawnmjdtai,bboxsize,pixelflags,pixelflags_bad,pixelflags_cr,pixelflags_crcenter,pixelflags_edge,pixelflags_nodata,pixelflags_nodatacenter,pixelflags_interpolated,pixelflags_interpolatedcenter,pixelflags_offimage,pixelflags_saturated,pixelflags_saturatedcenter,pixelflags_suspect,pixelflags_suspectcenter,pixelflags_streak,pixelflags_streakcenter,pixelflags_injected,pixelflags_injectedcenter,pixelflags_injected_template,pixelflags_injected_templatecenter,glint_trail,has_stamp,visual_classification,AGN_prob,SN_prob,VS_prob,asteroid_prob,bogus_prob
170098888568471580,170098888568471580,1,61106.24337388651,149.9557950168946,3.806026477727564,2,2026-03-07,0,2026030600310,186,170098888568471580,0,3.951074e-05,7.415169e-05,4.6749726e-10,1045.6953,0.6989531,1736.981,1.3443483,False,5953.455,782.37823,False,False,False,14.563438,5845.2173,419.98053,,2201.2405,1681,False,False,False,8670.366,57.160797,149.9558252569529,,3.8060875047339335,,2.7935154,,-29.541346,,,0,False,,,,,,,,0,14009.908,423.0386,False,False,False,8116.2666,14.568318,0.35569635,0.65651673,0.47045368,0.39080083,0.4492772,-0.008939441,False,False,False,False,0.35730663,0.8770524,False,False,61106.244902596576,,35,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.11528205,0.40868908,0.12920758,0.27498722,0.07183402
170098888695349293,170098888695349293,1,61106.24384151529,150.10918323275618,3.3819540251415736,2,2026-03-07,0,2026030600311,172,170098888695349293,0,1.8680747e-05,9.8924675e-06,-1.6188599e-11,81.65965,0.33665803,1548.4922,0.17722766,False,6046.675,791.2539,False,False,False,14.929153,6153.2065,394.37772,,2448.7285,1681,False,False,False,7802.525,28.6218,150.10910926348856,,3.382008482731843,,2.4340036,,-61.594234,,,0,False,,,,,,,,0,27222.238,398.5429,False,False,False,21308.883,11.95885,0.6260879,0.13808286,0.28595975,0.32124332,0.3141072,-0.017766058,False,False,False,False,0.27862677,0.66144377,False,False,61106.24540618544,,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.015478503,0.7910329,0.00026455062,0.0051756324,0.18804836
170098888537538639,170098888537538639,1,61106.24337388651,150.91030852745058,2.5650551327850564,2,2026-03-07,0,2026030600310,127,170098888537538639,0,1.2785829e-05,8.918654e-06,-9.857347e-12,2638.981,0.23087536,2666.1196,0.1593171,False,3102.7595,722.3583,False,False,False,12.71807,4173.558,329.595,,2115.7402,1681,False,False,False,4103.972,18.437174,150.91031894033313,,2.565053683735373,,1.2068563,,-66.665375,,,0,False,,,,,,,,0,13777.024,334.11237,False,False,False,9575.769,14.882138,0.17345165,0.022069545,0.05014561,0.2220667,0.25439376,0.0024624534,False,False,False,False,0.8737138,0.60378575,False,False,61106.24526269583,,31,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.0070989574,0.9626564,0.00019929664,0.0020877875,0.02795754
170098888797585484,170098888797585484,1,61106.24574360979,149.03521103673813,3.13937492895601,5,2026-03-07,0,2026030600312,111,170098888797585484,0,1.2781009e-05,1.4470282e-05,7.2603014e-11,3086.7795,0.18919109,3538.1816,0.2917259,False,14626.286,3065.2043,False,False,False,13.30602,18666.94,1396.9321,,2326.7576,1681,False,False,False,,,,,,,,,,,,0,False,,,,,,,,0,69233.54,1400.1635,False,False,False,50253.74,284.3973,,,,0.1817567,0.2909723,-0.0028695646,True,False,False,False,,0.52670455,False,False,61106.24741535034,,24,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.024457311,0.58070207,0.00036504443,0.006482596,0.38799304
170098889178218680,170098889178218680,1,61106.24860699496,148.9944867076226,2.6287481840624767,4,2026-03-07,0,2026030600315,69,170098889178218680,0,3.0622494e-05,3.0296047e-05,6.576564e-11,2457.9202,0.52877754,1565.4442,0.5678066,False,-25605.326,1190.9518,False,False,True,20.110483,-9688.875,444.71454,,3149.2358,1681,False,False,False,-37013.617,80.44194,148.99400849263554,,2.6287732613218346,,6.044304,,-85.86787,,,0,False,,,,,,,,0,-196.79881,441.9657,False,False,False,9581.169,87.176506,2.4238367,2.5008385,-2.2730067,0.14354038,0.1730526,0.007367952,False,False,False,False,1.0,0.7960191,False,False,61106.25029155227,,49,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,problems with the reference,0.45561016,0.52732277,0.0005737131,0.01456725,0.0019261079
170098889172451416,170098889172451416,1,61106.24860699496,149.17200391456265,2.1701303369820852,4,2026-03-07,0,2026030600315,58,170098889172451416,0,5.5321766e-06,5.036835e-06,1.6225484e-11,2579.34,0.061183188,2874.764,0.12000252,False,6374.62,1240.2002,False,False,False,22.97139,11032.067,460.32974,,2639.847,1681,False,False,False,,,,,,,,,,,,0,False,,,,,,,,0,27301.023,459.4119,False,False,False,16193.558,80.90956,,,,0.14341824,0.147496,0.0065813665,True,False,False,False,,0.5110266,False,False,61106.25028752998,,32,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.002719505,0.9513226,0.00025589278,0.006201199,0.039500803
170054920100642927,170054920100642927,1,61096.03721128707,61.83756818003035,-49.66690706101273,3,2026-02-25,0,2026022400400,29,170054920100642927,0,6.2812564e-06,3.7540422e-06,5.2098677e-12,1132.198,0.11469244,3037.2327,0.06513204,False,3903.6323,674.18964,False,False,False,24.930504,6401.028,250.11656,,2440.3953,1681,False,False,False,,,,,,,,,,,,0,False,,,,,,,,0,13631.161,249.66449,False,False,False,6894.759,68.66968,,,,0.14762937,0.13510793,0.018533144,True,False,False,False,,0.79805195,False,False,61096.03900565381,,17,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.40144807,0.522723,0.00425317,0.013604615,0.057971098
170054921094693042,170054921094693042,1,61096.04042791214,63.551700554603,-46.328668284484564,3,2026-02-25,0,2026022400407,133,170054921094693042,0,7.3895776e-06,5.815235e-06,2.2464449e-11,1270.9153,0.1495596,3858.6782,0.07947865,False,3648.4446,645.4002,False,False,False,21.863377,4527.8027,205.88782,,2259.8755,1681,False,False,False,4943.837,2.1679597,63.551683396117845,,-46.32867794222592,,1.1169935,,-144.11954,,,0,False,,,,,,,,0,7087.4443,207.91534,False,False,False,2454.5183,77.9638,0.14430846,0.033366315,-0.051767714,0.09851671,0.11059864,0.004715191,False,False,False,False,0.057460476,0.7605667,False,False,61096.04227829338,,19,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.19874203,0.5896239,0.001202589,0.05797978,0.15245171
170054921081061562,170054921081061562,1,61096.04042791214,62.09584900886715,-47.89871266474957,3,2026-02-25,0,2026022400407,107,170054921081061562,0,0.000118423886,0.00018276996,-1.9062199e-08,1761.9515,0.8694106,2092.0437,3.8224924,False,-11148.633,1295.2054,False,False,True,5.506474,-2216.2642,435.5849,,1895.2455,1681,False,False,False,-3673.8691,86.24972,62.09598843227076,,-47.89886353203233,,2.017733,,159.7384,,,0,False,,,,,,,,0,212954.34,418.6389,False,False,False,217693.53,144.69705,0.33306295,0.7165893,-0.07960091,0.12319048,0.15435262,0.005839364,False,False,False,False,1.0,0.5479386,False,False,61096.042322852416,,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,no clear source,0.0106679695,0.8513898,0.00019674051,0.0026082844,0.13513716
170054921657778235,170054921657778235,1,61096.042442277176,61.09516544590436,-47.0851165417078,3,2026-02-25,0,2026022400411,183,170054921657778235,0,3.9811935e-06,3.832055e-06,7.95174e-12,3153.8574,0.08683564,1751.0118,0.048708245,False,7722.0425,679.3451,False,False,False,30.59373,7800.4067,249.2949,,3943.372,1681,False,False,False,13549.158,36.10857,61.09498554657643,,-47.08521213749533,,3.0186,,-131.45781,,,0,False,,,,,,,,0,14610.885,250.40073,False,False,False,6648.0713,75.88864,1.1671861,0.015540741,0.028560027,0.14048654,0.16159722,-0.023853185,False,False,False,False,1.0,0.55911994,False,False,61096.04441678682,,35,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.0026271457,0.9881372,0.00015862168,0.0046114856,0.004465462
170054916398121073,170054916398121073,1,61096.02392389106,62.55071951689675,-47.26535281765574,3,2026-02-25,0,2026022400372,135,170054916398121073,0,1.110348e-05,4.7035496e-06,2.2602701e-11,3529.561,0.20366704,3604.3953,0.074866675,False,3173.1885,700.182,False,False,False,21.274244,5470.657,245.41676,,2231.403,1681,False,False,False,6215.954,9.90519,62.55072943387031,,-47.26534343056008,,1.4465967,,-113.80796,,,0,False,,,,,,,,0,12883.613,248.45714,False,False,False,7291.7915,41.06312,0.2604155,0.02165124,-0.052011054,0.1584224,0.12561904,-0.006122079,False,False,False,False,0.00017151762,0.5350036,False,False,61096.02561363905,,20,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.16042492,0.5005406,0.0015463111,0.038870517,0.29861763
170054916351983728,170054916351983728,1,61096.02392389106,62.345750492677126,-48.72600049199726,3,2026-02-25,0,2026022400372,47,170054916351983728,0,1.8672097e-05,9.835866e-06,5.5058434e-11,2941.9548,0.3415842,3798.8696,0.16624841,False,6506.0317,685.33435,False,False,False,21.616228,5826.088,257.05756,,3242.6248,1681,False,False,False,9395.965,7.9421606,62.34573984873946,,-48.72599504130392,,2.640875,,-131.30765,,,0,False,,,,,,,,0,15574.332,259.24506,False,False,False,9701.984,63.742188,0.67809236,0.22247976,-0.37913114,0.17023924,0.14875728,-0.009455933,False,False,False,False,0.9999983,0.8565961,False,False,61096.025841015246,,27,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.13498011,0.82074034,0.0010364611,0.0075645186,0.03567871
170054916602593314,170054916602593314,1,61096.02479127959,64.559653353793,-49.041012051884806,3,2026-02-25,0,2026022400374,13,170054916602593314,0,1.0655798e-05,1.4684137e-05,-4.2697818e-11,629.38556,0.17832227,1018.06055,0.27422783,False,2716.8137,689.22833,False,False,False,14.780889,3596.7495,247.06355,,2209.998,1681,False,False,False,,,,,,,,,,,,0,False,,,,,,,,0,12241.362,245.88452,False,False,False,8584.067,59.31999,,,,0.1590283,0.1340984,0.006610285,True,False,False,False,,0.741737,False,False,61096.0268546499,,20,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.33966038,0.34572795,0.006979302,0.00828322,0.2993492
170054916464705623,170054916464705623,1,61096.02435693065,61.180869629471005,-49.84908786029333,3,2026-02-25,0,2026022400373,6,170054916464705623,0,1.8944751e-05,8.16403e-06,7.884272e-11,1893.0507,0.35071322,2319.336,0.12325216,False,3248.0151,741.57965,False,False,False,18.664762,4931.129,255.16292,,2374.9866,1681,False,False,False,,,,,,,,,,,,0,False,,,,,,,,0,17611.234,255.32367,False,False,False,12519.091,54.686573,,,,0.14589544,0.12538789,-0.0032544285,True,False,False,False,,0.5982686,False,False,61096.026192929625,,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.08194491,0.46072453,0.0020183055,0.026481252,0.42883098
170054916774559810,170054916774559810,1,61096.02530023869,63.62564448905842,-47.42576990743573,3,2026-02-25,0,2026022400375,85,170054916774559810,0,8.997509e-06,1.4947833e-05,-8.30184e-11,3436.414,0.117755264,1682.7465,0.29107887,False,4799.3696,695.4936,False,False,False,23.94838,5673.224,245.13889,,2870.6406,1681,False,False,False,,,,,,,,,,,,0,False,,,,,,,,0,26617.457,244.18846,False,False,False,20866.545,70.606964,,,,0.1175537,0.1232,0.015011747,True,False,False,False,,0.67683613,False,False,61096.02718134381,,19,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.21919298,0.73416567,0.0026186823,0.0045424555,0.039480284
170054917006819452,170054917006819452,1,61096.02621137813,64.17609765852602,-48.62223854736046,3,2026-02-25,0,2026022400377,16,170054917006819452,0,1.1087029e-05,8.441048e-06,5.0180256e-11,4012.4226,0.22305934,3077.195,0.11487758,False,6652.9863,674.8498,False,False,False,21.094383,4633.0674,225.95964,,3126.1675,1681,False,False,False,,,,,,,,,,,,0,False,,,,,,,,0,14949.688,226.42169,False,False,False,10245.093,40.370945,,,,0.115757704,0.12304799,0.010025422,True,False,False,False,,0.89391667,False,False,61096.02803684985,,22,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.053931467,0.9295334,0.0004438537,0.0027427408,0.013348497
170054917346557963,170054917346557963,1,61096.02713951138,61.294290836085004,-47.530606887572716,3,2026-02-25,0,2026022400379,152,170054917346557963,0,1.4871779e-05,1.1313541e-05,1.3117459e-10,3866.8914,0.31922767,303.76047,0.10716658,False,5594.664,668.2837,False,False,False,23.59572,5618.5444,242.72891,,2604.3428,1681,False,False,False,,,,,,,,,,,,0,False,,,,,,,,0,15710.286,244.42491,False,False,False,9980.474,55.934406,,,,0.12898187,0.13909009,-0.003915281,True,False,False,False,,0.9827224,False,False,61096.02915561172,,21,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.20254071,0.7803301,0.0020486044,0.0031606818,0.011919783
170054917322440773,170054917322440773,1,61096.02713951138,62.10415726072004,-47.8934621699991,3,2026-02-25,0,2026022400379,106,170054917322440773,0,1.3434192e-05,1.26281875e-05,3.140185e-11,3883.5635,0.2565961,1975.2502,0.210571,False,6759.528,1051.4534,False,False,False,15.700738,5634.482,362.7862,,2411.0393,1681,False,False,False,,,,,,,,,,,,0,False,,,,,,,,0,127258.55,355.24597,False,False,False,124838.65,108.58959,,,,0.13519628,0.14400072,0.0011232918,True,False,False,False,,0.57561725,False,False,61096.02909583934,,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.011545698,0.79363966,0.0002237984,0.0033335593,0.19125716
170054917268963459,170054917268963459,1,61096.02713951138,65.26633522038487,-48.30835338939919,3,2026-02-25,0,2026022400379,4,170054917268963459,0,1.24209955e-05,1.0934971e-05,7.1477e-11,3383.093,0.26135215,2779.7224,0.14357477,False,4491.788,703.3849,False,False,False,16.355247,3842.1877,238.98663,,2480.4915,1681,False,False,False,5781.681,24.925219,65.2662913467734,,-48.30841158349073,,1.893365,,-159.45755,,,0,False,,,,,,,,0,14735.591,237.65663,False,False,False,10768.929,54.3898,0.3383,0.13110916,-0.20077775,0.115145996,0.14977987,0.0014028128,False,False,False,False,0.86170024,0.5474226,False,False,61096.02892068168,,22,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.00892284,0.9551098,0.0001352173,0.0018809756,0.033951167
170054917175640168,170054917175640168,1,61096.026646000304,60.118544337375624,-49.030201598661215,3,2026-02-25,0,2026022400378,82,170054917175640168,0,9.871554e-06,1.3829849e-05,-9.369167e-11,215.98413,0.11325821,3192.945,0.28407902,False,5276.846,710.49176,False,False,False,21.962952,5112.6455,231.36436,,2665.9,1681,False,False,False,8209.185,15.70429,60.1185928491434,,-49.03021701194777,,2.2276247,,-52.584705,,,0,False,,,,,,,,0,19993.926,232.10014,False,False,False,15222.916,63.543312,0.08632238,0.5554294,0.20950358,0.101803556,0.13345435,0.005704827,False,False,False,False,0.9998462,0.63907975,False,False,61096.0288283455,,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.042415746,0.7914757,0.0003781301,0.0095123295,0.15621811
170054917595594758,170054917595594758,1,61096.028080557335,61.46417849842591,-48.52586727885459,3,2026-02-25,0,2026022400381,115,170054917595594758,0,2.2088165e-05,1.9761654e-05,3.8086564e-10,741.7031,0.5173132,172.7533,0.13383515,False,4160.165,668.7172,False,False,False,17.151072,4101.1587,240.38284,,2556.5212,1681,False,False,False,,,,,,,,,,,,0,False,,,,,,,,0,11157.442,241.47989,False,False,False,7005.33,44.653168,,,,0.13816325,0.1485736,-7.552412e-05,True,False,False,False,,0.6023386,False,False,61096.02991273944,,24,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.028421676,0.8221576,0.0003097758,0.005983198,0.14312768
170054918925713595,170054918925713595,1,61096.03281333514,63.33235622110858,-48.06006149587237,3,2026-02-25,0,2026022400391,92,170054918925713595,0,6.6944826e-06,6.3455263e-06,-6.9526433e-12,1914.2927,0.106788285,3754.3179,0.12704346,False,7994.083,631.97375,False,False,False,20.747547,4239.712,200.72812,,3432.8535,1681,False,False,False,12768.347,6.7738314,63.332428562603084,,-48.06035103998269,,4.6152105,,170.3201,,,0,False,,,,,,,,0,6248.5186,202.44421,False,False,False,1898.6807,45.015827,1.3363374,1.3962024,-1.3545605,0.11247006,0.10485503,-0.00061825337,False,False,False,False,1.0,0.7189419,False,False,61096.0346836439,,35,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.008232168,0.98557776,0.00017271744,0.0038539665,0.0021633303
170054919088767110,170054919088767110,1,61096.03324393712,57.70958919160541,-48.9273135464321,3,2026-02-25,0,2026022400392,147,170054919088767110,0,8.883625e-06,1.08998975e-05,7.1169376e-11,2231.494,0.23660453,3528.0466,0.0899455,False,5286.7085,657.89343,False,False,False,25.036983,5994.1636,238.1696,,2770.9905,1681,False,False,False,7395.4136,38.38283,57.709559184175866,,-48.92730662299024,,1.5371121,,-128.98196,,,0,False,,,,,,,,0,17728.965,237.89499,False,False,False,11619.688,50.250896,0.28653806,0.022817256,0.069192626,0.1298806,0.12799682,0.00090984226,False,False,False,False,0.12058622,0.9183743,False,False,61096.035258725846,,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.31456247,0.6533075,0.0017684231,0.006098486,0.024263162
170054919224033457,170054919224033457,1,61096.03374544129,62.095226406537726,-47.89791821392211,3,2026-02-25,0,2026022400393,149,170054919224033457,0,0.0003055462,0.00038341098,5.1890524e-08,2734.7183,7.6131845,794.6139,4.475361,False,-13472.912,1295.298,False,False,True,6.517653,-1040.5502,420.14893,,2262.903,1681,False,False,False,-4332.0337,489.62155,62.09538481543695,,-47.89808162378291,,2.2860062,,-122.64062,,,0,False,,,,,,,,0,188932.44,394.34113,False,False,False,191841.33,111.89111,0.6269603,0.25979182,0.2346731,0.124327816,0.1300727,-0.011435808,False,False,False,False,1.0,0.5551996,False,False,61096.035712158,,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,no clear source,0.010656519,0.8044154,0.00020836787,0.0032226224,0.18149711
170054919635599422,170054919635599422,1,61096.03511884503,57.43759403543679,-48.00779472067468,3,2026-02-25,0,2026022400396,166,170054919635599422,0,8.286911e-06,1.0721932e-05,2.8262077e-11,998.40216,0.2041112,984.72095,0.13408579,False,5575.5386,701.3039,False,False,False,19.181341,4633.949,245.55411,,2654.552,1681,False,False,False,7590.3247,43.291073,57.43771487345928,,-48.0077471481835,,2.1815875,,-112.79098,,,0,False,,,,,,,,0,22054.227,243.40453,False,False,False,17167.605,91.64549,0.34186637,0.278971,0.29880917,0.10951997,0.11669062,-0.0051259575,False,False,False,False,0.9998212,0.75892097,False,False,61096.03683950115,,22,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.17975463,0.78115153,0.0013774461,0.0049113934,0.032805078
170054924552896551,170054924552896551,1,61096.06146961404,61.09508666851327,-48.86414445168213,1,2026-02-25,0,2026022400433,73,170054924552896551,0,9.831545e-06,1.4179109e-05,-8.263014e-11,1179.9182,0.12887003,1183.0697,0.28267884,False,3056.8997,503.6485,False,False,False,20.082449,3882.314,194.21872,,2384.31,1681,False,False,False,,,,,,,,,,,,0,False,,,,,,,,0,12475.056,192.55132,False,False,False,8489.479,69.752594,,,,0.16932832,0.1421742,0.030338509,True,False,False,False,,0.70528424,False,False,61096.06318040364,,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.11837805,0.80104643,0.0007929977,0.0065527186,0.07322985
170054927915679859,170054927915679859,1,61096.072763109994,65.03652112157766,-47.558503281306436,1,2026-02-25,0,2026022400458,87,170054927915679859,0,8.133695e-06,1.3620671e-05,2.8727408e-11,3793.939,0.13892694,3767.2542,0.2493116,False,4770.122,477.07968,False,False,False,21.929705,3464.46,163.43933,,3375.9897,1681,False,False,False,4685.5405,4.271465,65.03653071681498,,-47.55851146264287,,1.5777302,,-150.38231,,,0,False,,,,,,,,0,8178.584,160.7329,False,False,False,4500.626,54.39482,0.0371548,0.29615882,-0.085794315,0.16140981,0.124963656,-0.009164319,False,False,False,False,0.0916178,0.5148642,False,False,61096.07447623415,,47,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.007715586,0.9594792,0.00027958583,0.0068467115,0.025678996
170054929034510388,170054929034510388,1,61096.0762484897,62.51393562468837,-46.63776181355109,1,2026-02-25,0,2026022400466,173,170054929034510388,0,8.011042e-06,8.152859e-06,-3.5694863e-13,1521.3743,0.14406972,1326.7432,0.14689359,False,1973.917,519.95905,False,False,False,16.81244,3136.6033,181.83438,,2255.962,1681,False,False,False,,,,,,,,,,,,0,False,,,,,,,,0,9185.76,179.89738,False,False,False,5869.8354,52.58286,,,,0.15856579,0.13319355,0.008889128,True,False,False,False,,0.5735287,False,False,61096.07787043453,,18,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.11889617,0.5968324,0.0017541274,0.012435339,0.27008197
170054929772707842,170054929772707842,1,61096.08036463626,63.21134250020119,-48.94046850359095,4,2026-02-25,0,2026022400472,45,170054929772707842,0,1.43974885e-05,6.999237e-06,-1.7043724e-12,3164.5525,0.25914964,87.03007,0.12606876,False,7374.79,1212.2393,False,False,False,20.27803,7932.613,381.72992,,2277.5186,1681,False,False,False,10019.333,16.39075,63.211317014159995,,-48.940472071011584,,1.392464,,-108.6011,,,0,False,,,,,,,,0,26335.906,380.92868,False,False,False,18123.586,88.46998,0.22439796,0.03482106,-0.07534569,0.11868001,0.11563395,0.0041219164,False,False,False,False,0.03257268,0.89109606,False,False,61096.08207033017,,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.20204437,0.5103938,0.0016303179,0.045175925,0.2407556
170054929574002718,170054929574002718,1,61096.07950055779,63.11024247173122,-46.58270248357868,4,2026-02-25,0,2026022400470,178,170054929574002718,0,2.651829e-07,2.9487538e-07,1.9524812e-15,158.0051,0.004768163,771.4653,0.0053275926,False,355524.12,1251.7314,False,False,False,535.2432,439804.22,829.6102,,69867.016,1681,False,False,False,433676.62,0.40292257,63.11024278927882,,-46.582705768040285,,0.13594744,,-128.86003,,,0,False,,,,,,,,0,463421.3,876.17004,False,False,False,1464.3713,112.346214,0.10361849,0.10364819,-0.00077337277,0.10723568,0.1459386,0.0124179255,False,False,False,False,0.09910212,1.0,False,False,61096.081220129694,,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.06629258,0.35741964,0.002049007,0.34474704,0.22949177
170054929674141807,170054929674141807,1,61096.07993254869,57.118414651070125,-48.95648273062506,4,2026-02-25,0,2026022400471,113,170054929674141807,0,1.5220874e-05,7.723438e-06,-2.1845591e-11,2591.8196,0.27632102,2635.9346,0.1359129,False,6993.656,1254.915,False,False,False,15.134469,6284.336,421.1111,,2216.1274,1681,False,False,False,,,,,,,,,,,,0,False,,,,,,,,0,29460.807,421.0571,False,False,False,22958.764,103.93812,,,,0.11755968,0.15113339,0.004313805,True,False,False,False,,0.6306084,False,False,61096.081883029074,,18,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.17271668,0.7029313,0.0010450641,0.006874754,0.1164322
170054929841389761,170054929841389761,1,61096.08036463626,62.70980382824961,-46.372176968236154,4,2026-02-25,0,2026022400472,176,170054929841389761,0,8.916818e-06,4.8714974e-06,-9.872371e-13,1504.1918,0.16060509,3901.3574,0.08786145,False,13506.977,1140.3654,False,False,False,35.50477,12343.743,376.95673,,2740.899,1681,False,False,False,14337.272,56.65519,62.7098005062907,,-46.37215565640813,,1.0877156,,-92.668816,,,0,False,,,,,,,,0,19216.307,381.35352,False,False,False,6217.381,147.74532,0.16383404,0.027937617,-0.008830283,0.09075588,0.14413443,0.009718644,False,False,False,False,0.094462454,0.9999169,False,False,61096.08211884393,,18,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.393899,0.5621492,0.0016043389,0.030205214,0.0121421395
170054930441175092,170054930441175092,1,61096.08253119631,60.4369398879734,-49.560811905407434,4,2026-02-25,0,2026022400477,40,170054930441175092,0,2.1408658e-05,1.0749672e-05,8.434317e-11,1750.5975,0.39358023,1676.8966,0.17635685,False,6969.273,1154.2217,False,False,False,15.340314,5092.4937,353.5648,,2221.1702,1681,False,False,False,,,,,,,,,,,,0,False,,,,,,,,0,8497.124,354.34122,False,False,False,3274.2537,137.5028,,,,0.0946762,0.12702125,0.004959889,True,False,False,False,,0.9279018,False,False,61096.0842046944,,18,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.39570773,0.45768648,0.0032312702,0.03653882,0.10683561
170054930737397903,170054930737397903,1,61096.08339549188,59.43079590377749,-48.917866116923335,4,2026-02-25,0,2026022400479,93,170054930737397903,0,9.61026e-06,4.897815e-06,2.5784508e-11,2896.5667,0.18079281,3720.2415,0.07050601,False,13446.076,1220.2164,False,False,False,34.0592,13079.997,389.37994,,3164.9722,1681,False,False,False,,,,,,,,,,,,0,False,,,,,,,,0,24346.63,381.60745,False,False,False,10988.389,144.08003,,,,0.105736755,0.11239886,0.007910157,True,False,False,False,,0.67322326,False,False,61096.08523932687,,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,cosmic ray,0.013627889,0.8049562,0.0002062215,0.0050095557,0.17620003
