oid,ndethist,ncovhist,mjdstarthist,mjdendhist,corrected,stellar,ndet,g_r_max,g_r_max_corr,g_r_mean,g_r_mean_corr,firstmjd,lastmjd,deltajd,meanra,meandec,sigmara,sigmadec,class,classifier,probability,step_id_corr,tns_match,tns_sep_arcsec,tns_name,tns_name_prefix,tns_type,tns_redshift,tns_full_name
ZTF26aafkcnw,89,2167,61078.29291669978,61111.32052080007,False,False,40,,,,,61079.25646989979,61111.32052080007,32.0640509002842,144.9009779571582,0.018836764840008277,0.003407995213957657,0.00340799489983338,SNIa,lc_classifier_BHRF_forced_phot,0.626,27.5.7a32.dev1,True,0.1049557657181865,2026cor,SN,SN Ia,0.0623,SN 2026cor
ZTF26aafcfhi,42,2095,61076.2792014,61111.28416670021,False,False,39,,,,,61078.281365700066,61111.28416670021,33.00280100014061,129.37969779751396,26.924033520024235,0.004364326704094891,0.0038912671539336825,SNIa,lc_classifier_BHRF_forced_phot,0.5964,27.5.7a32.dev1,True,0.06401482063059083,2026cim,AT,,,AT 2026cim
ZTF26aaczrao,76,1536,61060.28565970017,61111.257129599806,False,False,71,,,,,61060.317025499884,61111.257129599806,50.94010409992188,120.55252248175634,-4.239010319859139,0.002502929276688964,0.002496082208648103,SNIa,lc_classifier_BHRF_forced_phot,0.81344,27.5.7a32.dev1,True,0.01376032676344598,2026auh,SN,SN Ia,0.034,SN 2026auh
ZTF26aaaehuj,66,1212,61050.377141200006,61110.45342590008,False,False,61,,,,,61050.377141200006,61110.45342590008,60.0762847000733,155.60451238937864,4.00044014918679,0.0029013388153979218,0.002894269658582714,SNIa,lc_classifier_BHRF_forced_phot,0.716584,27.5.7a32.dev1,True,0.10617334547950974,2026kc,SN,SN Ia,0.0228,SN 2026kc
ZTF25acgyaed,103,2439,61021.26608800003,61108.21756940009,False,False,61,,,,,61021.26608800003,61108.21756940009,86.95148140005767,106.87845477322321,24.631791081791405,0.003671245898258629,0.003337180795205681,SNIa,lc_classifier_BHRF_forced_phot,0.658688,27.5.7a32.dev1,True,0.20150135448545103,2025agie,SN,SN Ia,0.03,SN 2025agie
ZTF25acilyrg,79,2036,61026.38896990009,61108.21615740005,True,False,40,,,,,61027.30171300005,61108.21615740005,80.91444439999759,115.68308395355048,18.327611720604413,0.006305288159882186,0.005985446399328733,SNIa,lc_classifier_BHRF_forced_phot,0.646152,27.5.7a32.dev1,True,0.0699228107334982,2025ahol,SN,SN Ia,0.027949,SN 2025ahol
ZTF26aaahzlv,45,1457,61051.289745400194,61108.16126159998,False,False,41,,,,,61051.289745400194,61108.16126159998,56.87151619978249,82.9068403165183,7.83899282811059,0.011699887300678597,0.011590554653252417,SNIa,lc_classifier_BHRF_forced_phot,0.738,27.5.7a32.dev1,True,0.09081315026204173,2026ns,SN,SN Ia,0.031,SN 2026ns
ZTF26aabguwh,38,1247,61055.292349500116,61106.168530100025,False,False,28,,,,,61055.292349500116,61106.168530100025,50.876180599909276,99.86017224013041,-21.82254691286364,0.015151039615858302,0.014065310126354239,SNIa,lc_classifier_BHRF_forced_phot,0.720192,27.5.7a32.dev1,True,0.5897101986304955,2026afe,SN,SN Ia-pec,0.01,SN 2026afe
ZTF26aacsapb,50,1142,61058.337245400064,61097.42750000022,False,False,28,,,,,61058.337245400064,61097.42750000022,39.090254600159824,163.6038949010082,-12.325050706066959,0.006515637385148971,0.006365467042363711,SNIa,lc_classifier_BHRF_forced_phot,0.64284,27.5.7a32.dev1,True,0.08600204493586144,2026awe,AT,,,AT 2026awe
ZTF26aadrduv,37,1379,61065.332893500105,61096.2270717998,False,False,28,,,,,61065.332893500105,61096.2270717998,30.89417829969898,116.84466218248674,4.045062688477065,0.013965328198300833,0.013930538772769667,SNIa,lc_classifier_BHRF_forced_phot,0.602,27.5.7a32.dev1,True,0.15262556810116265,2026bnk,AT,,,AT 2026bnk
ZTF25achiqqs,144,4875,61022.373981500044,61094.236805600114,False,False,62,,,,,61022.373981500044,61094.236805600114,71.8628241000697,126.96696158797985,36.92193843160716,0.011905720741390475,0.009518084270054166,SNIa,lc_classifier_BHRF_forced_phot,0.726544,27.5.7a32.dev1,True,0.0631605053381578,2025agyo,SN,SN Ia,0.0657,SN 2025agyo
