oid,ndethist,ncovhist,mjdstarthist,mjdendhist,corrected,stellar,ndet,g_r_max,g_r_max_corr,g_r_mean,g_r_mean_corr,firstmjd,lastmjd,deltajd,meanra,meandec,sigmara,sigmadec,class,classifier,probability,step_id_corr,tns_match,tns_sep_arcsec,tns_name,tns_name_prefix,tns_type,tns_redshift,tns_full_name
ZTF25acgsoal,208,6640,61017.51925930008,61077.38001159998,False,False,53,,,,,61017.51925930008,61077.38001159998,59.86075229989365,184.485928279251,29.12327347800935,0.011626298135249976,0.01015643858611994,SNIa,lc_classifier_BHRF_forced_phot,0.622,27.5.7a32.dev1,True,0.15010084168933785,2025agjq,SN,SN Ia,0.04762,SN 2025agjq
ZTF25ackwqbt,55,2332,61037.31369209988,61077.3223611,False,False,19,,,,,61038.31517359987,61077.3223611,39.007187500130385,110.67865136773617,49.40910845248124,0.02592586436671346,0.016868754311333334,SNIa,lc_classifier_BHRF_forced_phot,0.612,27.5.7a32.dev1,True,0.14326075215399156,2025aikl,SN,SN Ia,0.064,SN 2025aikl
ZTF26aadsjom,35,2956,61065.42627310008,61076.446678199805,False,False,12,,,,,61065.42627310008,61076.446678199805,11.020405099727213,184.51466301001398,50.45279916786747,0.0331062301639668,0.02107918937035272,SNIa,lc_classifier_BHRF_forced_phot,0.600984,27.5.7a32.dev1,True,0.0385642655112454,2026bjz,SN,SN Ia,0.029621,SN 2026bjz
ZTF25ackrgcs,105,2828,61031.4308449002,61076.4441550998,False,False,25,,,,,61031.4308449002,61076.4441550998,45.01331019960344,148.21056013897777,39.61560960453834,0.018666810923666153,0.014379782511655299,SNIa,lc_classifier_BHRF_forced_phot,0.784,27.5.7a32.dev1,True,0.1673478171542641,2025ahyt,SN,SN Ia,0.045792,SN 2025ahyt
ZTF25achhduc,104,3187,61021.38366900012,61076.13623839989,False,False,24,,,,,61024.39175930014,61076.135300899856,51.74354159971699,109.56980840952346,38.3490889212421,0.019216790186481342,0.015070672782323706,SNIa,lc_classifier_BHRF_forced_phot,0.63,27.5.7a32.dev1,True,0.10443464011798702,2025agyp,SN,SN Ia,0.07,SN 2025agyp
ZTF25acfkvbq,47,1802,61009.21796299983,61075.19535879977,False,False,30,,,,,61015.23049770016,61075.19535879977,59.96486109960824,30.766301577556135,4.243683033985072,0.013486607335495112,0.013449631450815314,SNIa,lc_classifier_BHRF_forced_phot,0.759328,27.5.7a32.dev1,True,0.020877162163676057,2025afih,SN,SN Ia,0.019,SN 2025afih
ZTF25acjpxbf,55,3220,61029.50670140004,61070.47432869999,True,False,19,,,,,61030.44671300007,61070.47432869999,40.02761569991708,192.4733186155048,45.56577302113721,0.024095122417349367,0.016868754311333334,SNIa,lc_classifier_BHRF_forced_phot,0.618,27.5.7a32.dev1,True,0.0948996521722985,2025ahvk,AT,,,AT 2025ahvk
ZTF25acgmdbm,81,2775,61017.426909700036,61070.41783560021,False,False,27,,,,,61020.41484950017,61070.41783560021,50.00298610003665,167.15565757286922,44.52707319768064,0.019807964555404615,0.014121477561711164,SNIa,lc_classifier_BHRF_forced_phot,0.70574,27.5.7a32.dev1,True,0.09494256579981766,2025agix,SN,SN Ia,0.055,SN 2025agix
ZTF25acdceqb,159,2918,60981.49799769977,61070.41575230006,False,False,52,,,,,60981.49799769977,61070.41575230006,88.91775460029021,173.48319160918942,49.38395271166414,0.015477234131436108,0.010075475691918336,SNIa,lc_classifier_BHRF_forced_phot,0.69616,27.5.7a32.dev1,True,0.28704923057617254,2025acsj,SN,SN Ia,0.05,SN 2025acsj
ZTF25acepuxi,116,2520,61003.47472220007,61068.3270717999,False,False,34,,,,,61003.47472220007,61068.3270717999,64.85234959982336,158.53969273122274,60.033347050503274,0.025466659003576725,0.012720490863865088,SNIa,lc_classifier_BHRF_forced_phot,0.79,27.5.7a32.dev1,True,0.2930950200958765,2025aezk,SN,SN Ia,0.050953,SN 2025aezk
ZTF25acepwip,48,1762,61004.45900460007,61061.35760420002,False,False,48,,,,,61004.45900460007,61061.35760420002,56.89859959995374,146.62306917357176,-17.508263039360255,0.011174237569132049,0.010656574921424624,SNIa,lc_classifier_BHRF_forced_phot,0.689836,27.5.7a32.dev1,True,0.3362394155523155,2025aeni,SN,SN Ia,0.055,SN 2025aeni
ZTF25abyguri,58,1957,60968.49736109981,61060.35146989999,True,False,47,,,,,60968.49736109981,61060.35146989999,91.85410880018026,143.30220172381397,27.597865259475228,0.011985233317463666,0.010621563265003332,SNIa,lc_classifier_BHRF_forced_phot,0.76,27.5.7a32.dev1,True,0.019758069918632472,2025abds,SN,SN Ia,0.02,SN 2025abds
ZTF25acjpixj,48,3226,61026.45512730023,61060.29141200008,False,False,12,,,,,61029.47292819992,61060.29141200008,30.81848380016163,141.29203621459314,53.42365196899578,0.03537409462830312,0.021079189370352715,SNIa,lc_classifier_BHRF_forced_phot,0.654,27.5.7a32.dev1,True,0.06264797556686023,2025ahxo,AT,,,AT 2025ahxo
ZTF21abdhetx,334,2212,58285.35296300007,61059.570787000004,False,False,33,,,,,59364.378923600074,61059.570787000004,1695.1918633999303,273.8839321873881,6.724451440715374,0.013282642225796667,0.013191267709453669,SNIa,lc_classifier_BHRF_forced_phot,0.597632,27.5.7a32.dev1,True,0.02211279634617217,2021obh,SN,SN Ia,0.059,SN 2021obh
ZTF25acgohkl,47,2683,61020.19932870008,61059.15269679995,False,False,23,,,,,61020.19932870008,61059.15269679995,38.95336809987202,17.486667337836902,32.78891307505204,0.018215546764503803,0.015313289085219681,SNIa,lc_classifier_BHRF_forced_phot,0.68,27.5.7a32.dev1,True,0.30024802868829165,2025agkg,SN,SN Ia,0.07,SN 2025agkg
ZTF25acfhiob,41,2324,61004.20682869991,61059.151759299915,True,False,30,,,,,61004.20682869991,61059.151759299915,54.94493060000241,22.26031185441439,21.03060017874751,0.014539279363174949,0.01357080177033196,SNIa,lc_classifier_BHRF_forced_phot,0.736524,27.5.7a32.dev1,True,0.17514293033663597,2025afef,SN,SN Ia,0.07,SN 2025afef
ZTF25accsisb,173,3092,60983.205821800046,61059.14689810015,False,False,39,,,,,60983.34015050018,61059.14689810015,75.80674759997055,31.790836706433485,-9.025194905179301,0.0120432051014595,0.011894103480742676,SNIa,lc_classifier_BHRF_forced_phot,0.694,27.5.7a32.dev1,True,0.08073719268593857,2025acgk,SN,SN Ia,0.04,SN 2025acgk
ZTF25acelamc,80,2685,61003.44230319979,61054.367592600174,True,False,26,,,,,61003.44230319979,61054.367592600174,50.925289400387555,140.39811831103256,42.19446071183994,0.019329299936240846,0.014320489213461155,SNIa,lc_classifier_BHRF_forced_phot,0.590816,27.5.7a32.dev1,True,0.07199295991532842,2025aerf,SN,SN Ia,0.0726,SN 2025aerf
ZTF25abuomiz,123,2826,60948.44964119978,61031.43546300009,False,False,44,,,,,60948.44964119978,61031.43546300009,82.98582180030644,126.96365308506314,56.07163004875458,0.019606124292847214,0.010943276079137686,SNIa,lc_classifier_BHRF_forced_phot,0.81672,27.5.7a32.dev1,True,0.08313867366158714,2025yyj,SN,SN Ia,0.041,SN 2025yyj
